"'by reiterating risks to global mkts on , increases pressure, makes it more difficult for to hike rates!",negative
'bonds down almost as much as stocks were last night. so far not an issue but this is worrying to me lt,negative
'rt : another landmark day for bonds. -yr closes below %; -yr below % first time ever.,negative
' data signal weakest rise in german service sector activity in over a year. index at (55.2 in may),negative
"'robb-talisa, tyrion-shae, daenerys-daario, and jaime-brienne are better on the show than in the books, but jon-ygritte is worse.\n",negative
"""cohen can't engage in any activities overseen by federal commodities regulators until . wti is fair game. \n\nhttps://",negative
'icymi last week - [chart of the week] the end of the worst time of the year for stocks jia py  em,negative
"""political risk is high in cote d'ivoire but presumably the govt has money to pay mutinous soldiers",negative
' manufacturing index remains in contraction territory for rd straight month as remains in slow-growth,negative
'santelli exchange: a bit too bearish?  nk lt  kln   l l_f,negative
"'rt : px ski watch... yr prints 9 signaling its not sharing equity market\'s ""la vida loca"" outlook... hedge em doc...\n\xe2\x80\xa6",negative
'seperating deutsche bank equity risk from systemic risk via b,negative
"'rt : ""ask \'why not?""\' \' don duet shares his career advice",negative
"' feeds speculative bubble further. eect even lower yields, short-term rally in .",negative
"'rt : . on the breakout in russian stocks (no macro pontification, just charts) \n\nsx \n\nhttps://",negative
' to default on portion of $1b bonds on january . more to follow (in terms of defaults as well as news!),negative
'core pce price index remains flat at % so the big question will fomc mention usd strength in restraining inflation  up,negative
"' well said! with immense stimulus producing little results, policy is risk to itself and globally.",negative
'negative rates on bank deposits will hurt savers &amp; further stunt growth in b/c equity culture is less developed than in us (2/2),negative
'rt : stock futures continue to plummet - sickening \n,negative
': almost a third of disabled adults in the eu at risk of poverty or social exclusion in,negative
'very-bad-trip reaction to in european equity markets this morning. ugly.,negative
"""rt : ) squeeze in acc = best opportunity to sell a red flag-riddled stock. we're short w/ a pt of ~$90 (accounts for an\xe2\x80\xa6",negative
"'german factory orders, down % yoy, have been unable to keep up with the index.",negative
"'. most of all, negative yield spread (us - ) suggests total disregard for risk differentials. that is my big worry.",negative
': bond portfolios are at risk of heightened volatility.,negative
'prior tweet: after a bearish extreme (green oval) eect greater equity call buying. rally will fail w/out this py,negative
"""i've been bullish us stocks and continue to be. b crashing has been on my eye but cds markets have suggested it's no big deal. still are",negative
"'no exit polls for the uk referendum. results will come in overnight thurs/friday. exit/remain too close; neither is likely ""priced in\xe2\x80\x9d py",negative
"""somebody ask about 's upfront deal fees for cn. why not get paid today for losing pension money tomorrow?",negative
"'1-year target price for the dow jones industrials reach ,004, a 4% projected gain (current yield 9%); px is 2% (yield 1%)",negative
"""tensions in 's bond market are rising due to , capital flows and issues.",negative
"' is taking a fiscal risk with this policy decision, and one which may worsen electricity shortages ..but c\xe2\x80\xa6",negative
"'rt : gdxj vs. gdx, often a leading-indicator for and the , is trading at new bull-market highs",negative
"'mario monti: ""you cannot play games with europe without running serious risks"". you think this is harsh? just wait for to speak up.",negative
"'if you are a bull, you have to be very careful with longs here, we may have a bear flag formation -----&gt;",negative
'jonathan lebed = convicted penny stock manipulator jonathan lebed\n\n makes so much more sense now.,negative
"' is bad for equity , but only at more elevated levels (4%+). chart by",negative
