"'""this list of seven countries was offered by president obama..."" oh, the irony.",neutral
"'[new] research links: unrealistic assumptions, variance risk &amp; activist short-sellers. ets",neutral
'one of the few stocks up big on this summer august day is a company that makes snow removal equipment. ow,neutral
'rt : *sunedison judge denies shareholder request for equity committee uneq,neutral
"'meanwhile, missed out at . only &amp; here for portfolio mgmt. no irebal, , or bd. /?",neutral
""" good point. so what's your bull case on ? feel free to go into granular detail on individual drugs, patent eiration, etc.",neutral
"""strange? since trump's victory, saudi's equity index is up %, while dubai &amp; abudhabi indices are down %. reversal for all",neutral
""" dude, you need new material. ask for some leads. also, what's the deal with all t\xe2\x80\xa6",neutral
"""px up wks in a row right into a bear mkt hasn't happened in the past yrs",neutral
"""why bonds don't belong in a retirement portfolio. (via ) udy ht:",neutral
'y hr chart\ntesting % retrace today but bearish abc rally from feb lows mean bottom prolly not in yet for usd,neutral
"""sharpest plunge in industrial output since pushes yr yield below bp. don't eect action to reverse this!",neutral
'if  increases its dividends tomorrow it will be the most in the px; currently it is  ($10.892b; aapl is currently $10.882b),neutral
'lots of domestically focused stocks in terms of revenues are flat or even up on the day. ulta salon lta now positive.,neutral
'can you separate your family &amp; biz identities? ask these questions re your,neutral
'nfa orders us forex brokers to raise margin requirements for \n\nhttps://,neutral
"'py - price is above all rising mas, including the -d. so bearish is countertrend. be quick or be dead set up",neutral
"""for the record to i've already done a report titled cuckoo for coco bonds - i eect there will be more b lf",neutral
"'rt : macro hedge funds have re-levered very quickly, now crazy-long risky stuff again py",neutral
"'less than hrs after carney says equities are the main risk to uk pensions, breaks down to -week lows. \n\nnot bad governor",neutral
"""that's the first time the stock has hit a -week high in over two years (7/1/14). lb",neutral
'bullard rebellion on forecast with rate hike all the more reason to dump the dots.,neutral
'2pm est yields\n2yr 85%\n3yr 65%\n5yr 94%\n7yr 36%\n10yr 37%\n30yr 08%,neutral
"""hollande bids adieu to a tearful baker's dozen of supporters in another edition of this week's and :",neutral
's&amp buyback index has outperformed the px by % over the past year,neutral
""" so mad that immigrants are risking life and limb to get the opportunity to do the jobs midwesterners won't move to dallas to do",neutral
' lol! i started a note saying july long bond yield was 5 same now -  % bad etf,neutral
"'rt : potential benefits for from diversification: % interest costs, +10% free cash flow htt\xe2\x80\xa6",neutral
'ultimately risk assets such as the stock market and the high yield bond market need growth; nominal grew only % last year,neutral
"""the race to k! the index is up 'just' % since june!",neutral
'agents forecast declining growth rates for uk housing\n\nhttps://,neutral
'weekend video: the new bull market that started in july py   mh lf,neutral
'rt : risks to financial stability: uk household debt.,neutral
"'rt : aud/usd trapped between the .7400-.7500 levels. below .7400 is bearish, above .7500 will squeeze htt\xe2\x80\xa6",neutral
'icymi podcast:  chief equity strategist on what to eect in the year ahead for,neutral
"'hi ho, hi ho, to higher yields we go via all agree lt  nd",neutral
"""pick a reason, but since '50, nd day of yr is most bullish day of the yr for . up avg 7% and higher % of time - both best of yr.",neutral
'where will the s&amp index go from here?,neutral
"""'s first 'accomplishment'! wiping out usd trillion of bond market value! great chart via",neutral
'dear white house press corps: ask spicer why they fired flynn if there is no connection?,neutral
"'going back years, when the us dollar has a the return a yr later is flat and median %. in other words, not always bullish.",neutral
'rt : spruce point is pleased to issue a strong sell opinion on ceco environmental corp ece w/ %-60% downside risk https:\xe2\x80\xa6,neutral
' i updated the chart. bear mkt rally? py  wc ly dy  ia    l,neutral
"""when they ask you why transports started underperforming at the end of , here's a good answer ran vs px",neutral
'uk pm celebrates hard-fought concessions; wonders if benefit of lower risk warrants longer-term consequences,neutral
'bookmarked - youtube channels that will make you smarter,neutral
'rt : % saar q4. cons falls while bus invest &amp; net x up. not good given downside risk frm strongr,neutral
"' ok, take montenegro, \xe2\x82\xac legal tender, no lolr, disastrous npls recently, -year bonds, %.",neutral
"'rt : investors intelligence ""bob farrell ratio"" [bulls/(bear+ half correction)] at rare &amp; lofty elevation - past weeks at \n\n\xe2\x80\xa6",neutral
"'10yr negative yield more negative than deposit rate =&gt; eect to start new , weaken yen again",neutral
"'asymmetric risks: consequences of raising rates too rapidly are greater than raising rates too slowly, i said on panel",neutral
'rt : a look at the different direct clearing approaches for clearing of otc derivatives?,neutral
' economic outlook:  research elains the balancing act b/t growth &amp; risk:,neutral
'philadelphia index eected to retrace much of last month\xe2\x80\x99s strong headline gain,neutral
"""i've been counting the amount of emails i've received this week telling me that b will be the catalyst for a global stock market crash....",neutral
"'""leave the mutual fund. take the etf."" ~  nk",neutral
'mervyn king recommending hard is like an engineer who built a faulty bridge asking others to demolish it.\nhttps://,neutral
'rt : % of px stocks closed at a -wk high today. that\xe2\x80\x99s the most since dec,neutral
"' up, ust yields lower, ollar weaker after . likely to hike rates in september, you said?",neutral
'boe put/call 7. trump making call options great again,neutral
'are gop presidents better for the stock market? historical context for this + other post-election faqs.,neutral
'there should be no federal employees with restricted goldman sachs stock (or whatever they change the name to),neutral
"'conversely, if bullish, any close lower tomorrow inverts -d and a close below today\xe2\x80\x99s low inverts -e. py",neutral
"""even after the last month, bullish sentiment still can't get above %. stubborn investors.",neutral
'two cheapest stock markets at beginning of are up on average % ytd. russia still cape of . \n\nhttps://,neutral
'we have added a new future output index to our global releases. find out more information here:,neutral
"""greek elections and greek bonds. cheap? i don't think so",neutral
'the and political risk \xe2\x80\x93 some thoughts,neutral
'a great list of books abnormal returns readers purchased at  in dec. . $$ [cont.],neutral
'bond . what you see is what you get!,neutral
'steady unit motor (17.7m v. m) would add to our confidence that consumer spending is weathering the recent equity drop,neutral
"'sunday links: sector dispersion, the permanent portfolio and octopus intelligence. lb\xe2\x80\xa6",neutral
"'whoa. $13.5b outflow from equity mutual funds alone, the largest since mid-aug py",neutral
"'rt : of the most shared, talked about, and viewed things on stocktwits from :   $\xe2\x80\xa6",neutral
' bullard: asset values biggest challenge; concerned about elevated assets prices now.\n,neutral
"'px dividends continue up, as the most issues pay(418) since ;indicated div rate up % ytd (that\xe2\x80\x99s an % increase in your pay)",neutral
'treasury issues changes to terrorism risk insurance program,neutral
' composite output index at -month high of (55.0 in november).,neutral
"'a majority of world equity markets are back in overbought territory, with the us lagging over the last week: py",neutral
"""14 versions of trump's presidency, from to impeachment bullish for  over time ...not breaking news here",neutral
"'px total return back to y2k level, stocks off %; issues turn double-digit loss into double-digit gain via dividends ttp://",neutral
'2/2 (videos) this one is on the high yield,neutral
'47% of feel clients are well-informed about equity highs. watch for how this affects convos.,neutral
'dodd-frank: cftc issues final rule on position limits for agricultural commodities,neutral
"'flash services pmi activity index at (july: ), manufacturing (52.4 in july)",neutral
"""if you're into polls with small sample sizes, the aaii sentiment surveys show the most amount of s&amp500 bears since february py",neutral
'most of  fcf growth was the result of giving $114 million in equity awards this quarter vs $72 million last year,neutral
"""rt : b's global derivatives risk is in the range of $75 trillion, times greater than german gdp.",neutral
"'icymi! the index, y, has fallen to the lowest level since january .",neutral
""" composite output index fell from july's to in aug",neutral
'how many of you think this us dollar index breakout is for real? _f sd y up,neutral
"""interested in ? it's become easier to add these to your portfolio so you can :",neutral
